Sentence_1,Sentence_2,Word,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs,n_params
Era un papel cuadriculado.,Era un papel secundario.,papel,False,0.15219348669052124,10,10,7,3,109850880
Era un papel principal.,Era un papel secundario.,papel,True,0.03477299213409424,10,7,7,0,109850880
Visitó el parque de diversiones.,Visitó el parque de atracciones.,parque,True,0.02144479751586914,10,11,10,1,109850880
Visitó el parque de diversiones.,Visitó el parque estatal.,parque,False,0.11669856309890747,10,11,9,2,109850880
Visitó el parque de diversiones.,Visitó el parque forestal.,parque,False,0.09255200624465942,10,11,9,2,109850880
Visitó el parque de atracciones.,Visitó el parque estatal.,parque,False,0.11358344554901123,10,10,9,1,109850880
Visitó el parque de atracciones.,Visitó el parque forestal.,parque,False,0.10123687982559204,10,10,9,1,109850880
Visitó el parque estatal.,Visitó el parque forestal.,parque,True,0.0765390396118164,10,9,9,0,109850880
Le gustó la pasta italiana.,Le gustó la pasta caliente.,pasta,True,0.04110836982727051,10,8,8,0,109850880
Le gustó la pasta italiana.,Le gustó la pasta dental.,pasta,False,0.10590261220932007,10,8,8,0,109850880
Le gustó la pasta italiana.,Le gustó la pasta blanqueadora.,pasta,False,0.09065735340118408,10,8,9,1,109850880
Le gustó la pasta caliente.,Le gustó la pasta dental.,pasta,False,0.08570057153701782,10,8,8,0,109850880
Le gustó la pasta caliente.,Le gustó la pasta blanqueadora.,pasta,False,0.06424355506896973,10,8,9,1,109850880
Le gustó la pasta dental.,Le gustó la pasta blanqueadora.,pasta,True,0.045863211154937744,10,8,9,1,109850880
Era un pastor evangélico.,Era un pastor eclesiástico.,pastor,True,0.04181712865829468,10,9,8,1,109850880
Era un pastor evangélico.,Era un pastor montuno.,pastor,False,0.044674456119537354,10,9,9,0,109850880
Era un pastor evangélico.,Era un pastor de ovejas.,pastor,False,0.10160559415817261,10,9,8,1,109850880
Era un pastor eclesiástico.,Era un pastor montuno.,pastor,False,0.03951162099838257,10,8,9,1,109850880
Era un pastor eclesiástico.,Era un pastor de ovejas.,pastor,False,0.09899520874023438,10,8,8,0,109850880
Era un pastor montuno.,Era un pastor de ovejas.,pastor,True,0.057714998722076416,10,9,8,1,109850880
Ella vio la pata de la mesa.,Ella vio la pata de hierro.,pata,True,0.08875536918640137,10,10,9,1,109850880
Ella vio la pata de la mesa.,Ella vio la pata de la gata.,pata,False,0.05859208106994629,10,10,11,1,109850880
Ella vio la pata de la mesa.,Ella vio la pata peluda.,pata,False,0.10151857137680054,10,10,9,1,109850880
Ella vio la pata de hierro.,Ella vio la pata de la gata.,pata,False,0.0760985016822815,10,9,11,2,109850880
Ella vio la pata de hierro.,Ella vio la pata peluda.,pata,False,0.06285840272903442,10,9,9,0,109850880
Ella vio la pata de la gata.,Ella vio la pata peluda.,pata,True,0.08840471506118774,10,11,9,2,109850880
Era un patrón orgulloso.,Era un patrón exigente.,patrón,True,0.03909182548522949,10,7,8,1,109850880
Era un patrón orgulloso.,Era un patrón geométrico.,patrón,False,0.13702213764190674,10,7,8,1,109850880
Era un patrón orgulloso.,Era un patrón complicado.,patrón,False,0.11527609825134277,10,7,7,0,109850880
Era un patrón exigente.,Era un patrón geométrico.,patrón,False,0.10849422216415405,10,8,8,0,109850880
Era un patrón exigente.,Era un patrón complicado.,patrón,False,0.08469504117965698,10,8,7,1,109850880
Era un patrón geométrico.,Era un patrón complicado.,patrón,True,0.05237984657287598,10,8,7,1,109850880
Se trataba de un perfil psicológico.,Se trataba de un perfil perturbador.,perfil,True,0.06432992219924927,10,9,10,1,109850880
Se trataba de un perfil psicológico.,Se trataba de un perfil fotogénico.,perfil,False,0.0595819354057312,10,9,11,2,109850880
Se trataba de un perfil psicológico.,Se trataba de un perfil elegante.,perfil,False,0.0860595703125,10,9,9,0,109850880
Se trataba de un perfil perturbador.,Se trataba de un perfil fotogénico.,perfil,False,0.047324299812316895,10,10,11,1,109850880
Se trataba de un perfil perturbador.,Se trataba de un perfil elegante.,perfil,False,0.05453294515609741,10,10,9,1,109850880
Se trataba de un perfil fotogénico.,Se trataba de un perfil elegante.,perfil,True,0.0607149600982666,10,11,9,2,109850880
Se trataba de un periódico local.,Se trataba de un periódico global.,periódico,True,0.03009331226348877,10,9,9,0,109850880
Se trataba de un periódico local.,Se trataba de un periódico estrujado.,periódico,False,0.08133131265640259,10,9,10,1,109850880
Se trataba de un periódico local.,Se trataba de un periódico plegado.,periódico,False,0.07132184505462646,10,9,10,1,109850880
Se trataba de un periódico global.,Se trataba de un periódico estrujado.,periódico,False,0.07428938150405884,10,9,10,1,109850880
Se trataba de un periódico global.,Se trataba de un periódico plegado.,periódico,False,0.06271177530288696,10,9,10,1,109850880
Se trataba de un periódico estrujado.,Se trataba de un periódico plegado.,periódico,True,0.01769721508026123,10,10,10,0,109850880
Dibujó el pico montuno.,Dibujó el pico alpino.,pico,True,0.048308610916137695,10,11,10,1,109850880
Dibujó el pico montuno.,Dibujó el pico del ave.,pico,False,0.09895551204681396,10,11,10,1,109850880
Dibujó el pico montuno.,Dibujó el pico amarillo.,pico,False,0.08171415328979492,10,11,9,2,109850880
Dibujó el pico alpino.,Dibujó el pico del ave.,pico,False,0.1371944546699524,10,10,10,0,109850880
Dibujó el pico alpino.,Dibujó el pico amarillo.,pico,False,0.15054374933242798,10,10,9,1,109850880
Dibujó el pico del ave.,Dibujó el pico amarillo.,pico,True,0.12743234634399414,10,10,9,1,109850880
Le gustó la pieza musical.,Le gustó la pieza flamenca.,pieza,True,0.09019237756729126,10,8,10,2,109850880
Le gustó la pieza musical.,Le gustó la pieza alterada.,pieza,False,0.09072881937026978,10,8,9,1,109850880
Le gustó la pieza musical.,Le gustó la pieza añadida.,pieza,False,0.11038988828659058,10,8,9,1,109850880
Le gustó la pieza musical.,Le gustó la pieza abstracta.,pieza,False,0.11039459705352783,10,8,9,1,109850880
Le gustó la pieza musical.,Le gustó la pieza contemporánea.,pieza,False,0.051482200622558594,10,8,8,0,109850880
Le gustó la pieza flamenca.,Le gustó la pieza alterada.,pieza,False,0.06511038541793823,10,10,9,1,109850880
Le gustó la pieza flamenca.,Le gustó la pieza añadida.,pieza,False,0.09185701608657837,10,10,9,1,109850880
Le gustó la pieza flamenca.,Le gustó la pieza abstracta.,pieza,False,0.04772353172302246,10,10,9,1,109850880
Le gustó la pieza flamenca.,Le gustó la pieza contemporánea.,pieza,False,0.044338881969451904,10,10,8,2,109850880
Le gustó la pieza alterada.,Le gustó la pieza añadida.,pieza,True,0.03743022680282593,10,9,9,0,109850880
Le gustó la pieza alterada.,Le gustó la pieza abstracta.,pieza,False,0.06997418403625488,10,9,9,0,109850880
Le gustó la pieza alterada.,Le gustó la pieza contemporánea.,pieza,False,0.054930925369262695,10,9,8,1,109850880
Le gustó la pieza añadida.,Le gustó la pieza abstracta.,pieza,False,0.0979996919631958,10,9,9,0,109850880
Le gustó la pieza añadida.,Le gustó la pieza contemporánea.,pieza,False,0.08084410429000854,10,9,8,1,109850880
Le gustó la pieza abstracta.,Le gustó la pieza contemporánea.,pieza,True,0.05553162097930908,10,9,8,1,109850880
Era una pista de baile.,Era una pista resbalosa.,pista,True,0.10336530208587646,10,8,8,0,109850880
Era una pista de baile.,Era una pista clave.,pista,False,0.1429154872894287,10,8,7,1,109850880
Era una pista de baile.,Era una pista falsa.,pista,False,0.14205294847488403,10,8,7,1,109850880
Era una pista resbalosa.,Era una pista clave.,pista,False,0.09313488006591797,10,8,7,1,109850880
Era una pista resbalosa.,Era una pista falsa.,pista,False,0.0853998064994812,10,8,7,1,109850880
Era una pista clave.,Era una pista falsa.,pista,True,0.02958989143371582,10,7,7,0,109850880
Estaba en la planta tropical.,Estaba en la planta venenosa.,planta,True,0.16029495000839233,10,8,9,1,109850880
Estaba en la planta tropical.,Estaba en la planta baja.,planta,False,0.30581969022750854,10,8,8,0,109850880
Estaba en la planta tropical.,Estaba en la planta superior.,planta,False,0.29048746824264526,10,8,8,0,109850880
Estaba en la planta tropical.,Estaba en la planta del pie.,planta,False,0.2546600103378296,10,8,9,1,109850880
Estaba en la planta tropical.,Estaba en la planta izquierda.,planta,False,0.2883531451225281,10,8,8,0,109850880
Estaba en la planta venenosa.,Estaba en la planta baja.,planta,False,0.2983001470565796,10,9,8,1,109850880
Estaba en la planta venenosa.,Estaba en la planta superior.,planta,False,0.2807018756866455,10,9,8,1,109850880
Estaba en la planta venenosa.,Estaba en la planta del pie.,planta,False,0.24262022972106934,10,9,9,0,109850880
Estaba en la planta venenosa.,Estaba en la planta izquierda.,planta,False,0.2613667845726013,10,9,8,1,109850880
Estaba en la planta baja.,Estaba en la planta superior.,planta,True,0.035421788692474365,10,8,8,0,109850880
Estaba en la planta baja.,Estaba en la planta del pie.,planta,False,0.1862977147102356,10,8,9,1,109850880
Estaba en la planta baja.,Estaba en la planta izquierda.,planta,False,0.05663233995437622,10,8,8,0,109850880
Estaba en la planta superior.,Estaba en la planta del pie.,planta,False,0.16140884160995483,10,8,9,1,109850880
Estaba en la planta superior.,Estaba en la planta izquierda.,planta,False,0.05613565444946289,10,8,8,0,109850880
Estaba en la planta del pie.,Estaba en la planta izquierda.,planta,True,0.1460360884666443,10,9,8,1,109850880
Tenía una pluma silvestre.,Tenía una pluma albina.,pluma,True,0.053437769412994385,10,7,8,1,109850880
Tenía una pluma silvestre.,Tenía una pluma fuente.,pluma,False,0.08659470081329346,10,7,7,0,109850880
Tenía una pluma silvestre.,Tenía una pluma estilográfica.,pluma,False,0.12536609172821045,10,7,8,1,109850880
Tenía una pluma albina.,Tenía una pluma fuente.,pluma,False,0.04037916660308838,10,8,7,1,109850880
Tenía una pluma albina.,Tenía una pluma estilográfica.,pluma,False,0.06375783681869507,10,8,8,0,109850880
Tenía una pluma fuente.,Tenía una pluma estilográfica.,pluma,True,0.07715743780136108,10,7,8,1,109850880
Estaba en una posición fetal.,Estaba en una posición sentada.,posición,True,0.06539762020111084,10,9,8,1,109850880
Estaba en una posición fetal.,Estaba en una posición oportuna.,posición,False,0.11807560920715332,10,9,8,1,109850880
Estaba en una posición fetal.,Estaba en una posición ventajosa.,posición,False,0.14704930782318115,10,9,9,0,109850880
Estaba en una posición sentada.,Estaba en una posición oportuna.,posición,False,0.0982367992401123,10,8,8,0,109850880
Estaba en una posición sentada.,Estaba en una posición ventajosa.,posición,False,0.13317078351974487,10,8,9,1,109850880
Estaba en una posición oportuna.,Estaba en una posición ventajosa.,posición,True,0.07034832239151001,10,8,9,1,109850880
Era una prima anual.,Era una prima costosa.,prima,True,0.06965261697769165,10,7,8,1,109850880
Era una prima anual.,Era una prima hermana.,prima,False,0.1672775149345398,10,7,7,0,109850880
Era una prima anual.,Era una prima atenta.,prima,False,0.11934232711791992,10,7,8,1,109850880
Era una prima costosa.,Era una prima hermana.,prima,False,0.17984533309936523,10,8,7,1,109850880
Era una prima costosa.,Era una prima atenta.,prima,False,0.07128256559371948,10,8,8,0,109850880
Era una prima hermana.,Era una prima atenta.,prima,True,0.14512163400650024,10,7,8,1,109850880
Tenía una pupila dilatada.,Tenía una pupila contraída.,pupila,True,0.02021050453186035,10,10,10,0,109850880
Tenía una pupila dilatada.,Tenía una pupila estudiosa.,pupila,False,0.1846081018447876,10,10,10,0,109850880
Tenía una pupila dilatada.,Tenía una pupila aplicada.,pupila,False,0.05411714315414429,10,10,9,1,109850880
Tenía una pupila contraída.,Tenía una pupila estudiosa.,pupila,False,0.1658562421798706,10,10,10,0,109850880
Tenía una pupila contraída.,Tenía una pupila aplicada.,pupila,False,0.03541767597198486,10,10,9,1,109850880
Tenía una pupila estudiosa.,Tenía una pupila aplicada.,pupila,True,0.12754511833190918,10,10,9,1,109850880
Era un químico negligente.,Era un químico exitoso.,químico,True,0.04864150285720825,10,8,7,1,109850880
Era un químico negligente.,Era un químico orgánico.,químico,False,0.059490203857421875,10,8,7,1,109850880
Era un químico negligente.,Era un químico tóxico.,químico,False,0.062068402767181396,10,8,7,1,109850880
Era un químico exitoso.,Era un químico orgánico.,químico,False,0.05164062976837158,10,7,7,0,109850880
Era un químico exitoso.,Era un químico tóxico.,químico,False,0.09181272983551025,10,7,7,0,109850880
Era un químico orgánico.,Era un químico tóxico.,químico,True,0.059713125228881836,10,7,7,0,109850880
Era una rama médica.,Era una rama competitiva.,rama,True,0.08108890056610107,10,7,7,0,109850880
Era una rama médica.,Era una rama disecada.,rama,False,0.15840905904769897,10,7,8,1,109850880
Era una rama médica.,Era una rama retorcida.,rama,False,0.16408365964889526,10,7,8,1,109850880
Era una rama competitiva.,Era una rama disecada.,rama,False,0.11893385648727417,10,7,8,1,109850880
Era una rama competitiva.,Era una rama retorcida.,rama,False,0.11935943365097046,10,7,8,1,109850880
Era una rama disecada.,Era una rama retorcida.,rama,True,0.029057562351226807,10,8,8,0,109850880
Dibujó una raya recta.,Dibujó una raya precisa.,raya,True,0.021675407886505127,10,9,9,0,109850880
Dibujó una raya recta.,Dibujó una raya marina.,raya,False,0.07468408346176147,10,9,9,0,109850880
Dibujó una raya recta.,Dibujó una raya endémica.,raya,False,0.0681036114692688,10,9,9,0,109850880
Dibujó una raya precisa.,Dibujó una raya marina.,raya,False,0.07921105623245239,10,9,9,0,109850880
Dibujó una raya precisa.,Dibujó una raya endémica.,raya,False,0.05610078573226929,10,9,9,0,109850880
Dibujó una raya marina.,Dibujó una raya endémica.,raya,True,0.03210783004760742,10,9,9,0,109850880
Era una red cibernética.,Era una red privada.,red,True,0.04878288507461548,10,9,7,2,109850880
Era una red cibernética.,Era una red pesquera.,red,False,0.1099632978439331,10,9,7,2,109850880
Era una red cibernética.,Era una red de cuerda.,red,False,0.10750710964202881,10,9,8,1,109850880
Era una red privada.,Era una red pesquera.,red,False,0.12076687812805176,10,7,7,0,109850880
Era una red privada.,Era una red de cuerda.,red,False,0.12514442205429077,10,7,8,1,109850880
Era una red pesquera.,Era una red de cuerda.,red,True,0.06540018320083618,10,7,8,1,109850880
Fue una redada pesquera.,Fue una redada en el río.,redada,True,0.05437624454498291,10,8,10,2,109850880
Fue una redada pesquera.,Fue una redada policiaca.,redada,False,0.03267204761505127,10,8,9,1,109850880
Fue una redada pesquera.,Fue una redada en el barrio.,redada,False,0.061670660972595215,10,8,10,2,109850880
Fue una redada en el río.,Fue una redada policiaca.,redada,False,0.07702451944351196,10,10,9,1,109850880
Fue una redada en el río.,Fue una redada en el barrio.,redada,False,0.017652809619903564,10,10,10,0,109850880
Fue una redada policiaca.,Fue una redada en el barrio.,redada,True,0.07684022188186646,10,9,10,1,109850880
Se trataba de una resistencia eléctrica.,Se trataba de una resistencia de circuito.,resistencia,True,0.04208248853683472,10,9,10,1,109850880
Se trataba de una resistencia eléctrica.,Se trataba de una resistencia política.,resistencia,False,0.12689024209976196,10,9,9,0,109850880
Se trataba de una resistencia eléctrica.,Se trataba de una resistencia militar.,resistencia,False,0.14034384489059448,10,9,9,0,109850880
Se trataba de una resistencia de circuito.,Se trataba de una resistencia política.,resistencia,False,0.14598971605300903,10,10,9,1,109850880
Se trataba de una resistencia de circuito.,Se trataba de una resistencia militar.,resistencia,False,0.15613949298858643,10,10,9,1,109850880
Se trataba de una resistencia política.,Se trataba de una resistencia militar.,resistencia,True,0.026225626468658447,10,9,9,0,109850880
Era una revista de belleza.,Era una revista deportiva.,revista,True,0.09086722135543823,10,8,7,1,109850880
Era una revista de belleza.,Era una revista brillosa.,revista,False,0.04793083667755127,10,8,8,0,109850880
Era una revista de belleza.,Era una revista estrujada.,revista,False,0.06728368997573853,10,8,8,0,109850880
Era una revista deportiva.,Era una revista brillosa.,revista,False,0.06851375102996826,10,7,8,1,109850880
Era una revista deportiva.,Era una revista estrujada.,revista,False,0.08899128437042236,10,7,8,1,109850880
Era una revista brillosa.,Era una revista estrujada.,revista,True,0.02199918031692505,10,8,8,0,109850880
Era una rosa fragante.,Era una rosa frágil.,rosa,True,0.021368861198425293,10,8,7,1,109850880
Era una rosa fragante.,Era un rosa claro.,rosa,False,0.10924583673477173,10,8,7,1,109850880
Era una rosa fragante.,Era un rosa tenue.,rosa,False,0.07341670989990234,10,8,8,0,109850880
Era una rosa frágil.,Era un rosa claro.,rosa,False,0.09064638614654541,10,7,7,0,109850880
Era una rosa frágil.,Era un rosa tenue.,rosa,False,0.06367188692092896,10,7,8,1,109850880
Era un rosa claro.,Era un rosa tenue.,rosa,True,0.02596038579940796,10,7,8,1,109850880
Él tiene sangre coagulada.,Él tiene sangre diluida.,sangre,True,0.04424095153808594,10,10,9,1,109850880
Él tiene sangre coagulada.,Él tiene sangre noble.,sangre,False,0.14302504062652588,10,10,8,2,109850880
Él tiene sangre coagulada.,Él tiene sangre real.,sangre,False,0.11663180589675903,10,10,8,2,109850880
Él tiene sangre diluida.,Él tiene sangre noble.,sangre,False,0.1571088433265686,10,9,8,1,109850880
Él tiene sangre diluida.,Él tiene sangre real.,sangre,False,0.10625118017196655,10,9,8,1,109850880
Él tiene sangre noble.,Él tiene sangre real.,sangre,True,0.05260521173477173,10,8,8,0,109850880
Era una semilla educativa.,Era una semilla cultural.,semilla,True,0.0518186092376709,10,7,7,0,109850880
Era una semilla educativa.,Era una semilla germinada.,semilla,False,0.1201099157333374,10,7,9,2,109850880
Era una semilla educativa.,Era una semilla sembrada.,semilla,False,0.10683286190032959,10,7,8,1,109850880
Era una semilla cultural.,Era una semilla germinada.,semilla,False,0.1585025191307068,10,7,9,2,109850880
Era una semilla cultural.,Era una semilla sembrada.,semilla,False,0.14894980192184448,10,7,8,1,109850880
Era una semilla germinada.,Era una semilla sembrada.,semilla,True,0.01861262321472168,10,9,8,1,109850880
Estaba en el seno familiar.,Estaba en el seno social.,seno,True,0.09297287464141846,10,8,8,0,109850880
Estaba en el seno familiar.,Estaba en el seno izquiero.,seno,False,0.1347332000732422,10,8,9,1,109850880
Estaba en el seno familiar.,Estaba en el seno operado.,seno,False,0.1804966926574707,10,8,9,1,109850880
Estaba en el seno social.,Estaba en el seno izquiero.,seno,False,0.14739203453063965,10,8,9,1,109850880
Estaba en el seno social.,Estaba en el seno operado.,seno,False,0.21992874145507812,10,8,9,1,109850880
Estaba en el seno izquiero.,Estaba en el seno operado.,seno,True,0.12833040952682495,10,9,9,0,109850880
Se trataba de una serie televisiva.,Se trataba de una serie animada.,serie,True,0.037091851234436035,10,9,9,0,109850880
Se trataba de una serie televisiva.,Se trataba de una serie matemática.,serie,False,0.17753416299819946,10,9,9,0,109850880
Se trataba de una serie televisiva.,Se trataba de una serie numérica.,serie,False,0.16679447889328003,10,9,10,1,109850880
Se trataba de una serie animada.,Se trataba de una serie matemática.,serie,False,0.1973286271095276,10,9,9,0,109850880
Se trataba de una serie animada.,Se trataba de una serie numérica.,serie,False,0.18003356456756592,10,9,10,1,109850880
Se trataba de una serie matemática.,Se trataba de una serie numérica.,serie,True,0.037650346755981445,10,9,10,1,109850880
Era una sierra eléctrica.,Era una sierra automática.,sierra,True,0.03145003318786621,10,7,7,0,109850880
Era una sierra eléctrica.,Era una sierra forestada.,sierra,False,0.12440180778503418,10,7,8,1,109850880
Era una sierra eléctrica.,Era una sierra nevada.,sierra,False,0.09049242734909058,10,7,8,1,109850880
Era una sierra automática.,Era una sierra forestada.,sierra,False,0.157046377658844,10,7,8,1,109850880
Era una sierra automática.,Era una sierra nevada.,sierra,False,0.12009328603744507,10,7,8,1,109850880
Era una sierra forestada.,Era una sierra nevada.,sierra,True,0.04275268316268921,10,8,8,0,109850880
Era una sirena mitológica.,Era una sirena coqueta.,sirena,True,0.05260884761810303,10,9,9,0,109850880
Era una sirena mitológica.,Era una sirena policíaca.,sirena,False,0.12487012147903442,10,9,9,0,109850880
Era una sirena mitológica.,Era una sirena ruidosa.,sirena,False,0.07898026704788208,10,9,9,0,109850880
Era una sirena coqueta.,Era una sirena policíaca.,sirena,False,0.1226995587348938,10,9,9,0,109850880
Era una sirena coqueta.,Era una sirena ruidosa.,sirena,False,0.05657851696014404,10,9,9,0,109850880
Era una sirena policíaca.,Era una sirena ruidosa.,sirena,True,0.0571017861366272,10,9,9,0,109850880
Era un sostén emocional.,Era un sostén incondicional.,sostén,True,0.04658311605453491,10,7,7,0,109850880
Era un sostén emocional.,Era un sostén sedoso.,sostén,False,0.09665626287460327,10,7,8,1,109850880
Era un sostén emocional.,Era un sostén incómodo.,sostén,False,0.11669200658798218,10,7,7,0,109850880
Era un sostén incondicional.,Era un sostén sedoso.,sostén,False,0.11906975507736206,10,7,8,1,109850880
Era un sostén incondicional.,Era un sostén incómodo.,sostén,False,0.1347847580909729,10,7,7,0,109850880
Era un sostén sedoso.,Era un sostén incómodo.,sostén,True,0.052562594413757324,10,8,7,1,109850880
Él alcanzó su sueño.,Él abandonó su sueño.,sueño,True,0.05001068115234375,10,8,8,0,109850880
Él alcanzó su sueño.,Él moría de sueño.,sueño,False,0.18167001008987427,10,8,9,1,109850880
Él alcanzó su sueño.,Él tenía sueño.,sueño,False,0.14089787006378174,10,8,7,1,109850880
Él alcanzó su sueño.,Él recordó su sueño.,sueño,False,0.070442795753479,10,8,8,0,109850880
Él alcanzó su sueño.,Él relató su sueño.,sueño,False,0.10483008623123169,10,8,9,1,109850880
Él abandonó su sueño.,Él moría de sueño.,sueño,False,0.16815507411956787,10,8,9,1,109850880
Él abandonó su sueño.,Él tenía sueño.,sueño,False,0.13277512788772583,10,8,7,1,109850880
Él abandonó su sueño.,Él recordó su sueño.,sueño,False,0.05073195695877075,10,8,8,0,109850880
Él abandonó su sueño.,Él relató su sueño.,sueño,False,0.08835554122924805,10,8,9,1,109850880
Él moría de sueño.,Él tenía sueño.,sueño,True,0.10221225023269653,10,9,7,2,109850880
Él moría de sueño.,Él recordó su sueño.,sueño,False,0.15216851234436035,10,9,8,1,109850880
Él moría de sueño.,Él relató su sueño.,sueño,False,0.1577521562576294,10,9,9,0,109850880
Él tenía sueño.,Él recordó su sueño.,sueño,False,0.10392624139785767,10,7,8,1,109850880
Él tenía sueño.,Él relató su sueño.,sueño,False,0.11654001474380493,10,7,9,2,109850880
Él recordó su sueño.,Él relató su sueño.,sueño,True,0.02551853656768799,10,8,9,1,109850880
Le gustó la tabla de madera.,Le gustó la tabla astillada.,tabla,True,0.07029122114181519,10,9,9,0,109850880
Le gustó la tabla de madera.,Le gustó la tabla de ajedrez.,tabla,False,0.090717613697052,10,9,9,0,109850880
Le gustó la tabla de madera.,Le gustó la tabla de juego.,tabla,False,0.10671746730804443,10,9,9,0,109850880
Le gustó la tabla astillada.,Le gustó la tabla de ajedrez.,tabla,False,0.1181761622428894,10,9,9,0,109850880
Le gustó la tabla astillada.,Le gustó la tabla de juego.,tabla,False,0.11568552255630493,10,9,9,0,109850880
Le gustó la tabla de ajedrez.,Le gustó la tabla de juego.,tabla,True,0.061392784118652344,10,9,9,0,109850880
Le gustó el taco mexicano.,Le gustó el taco delicioso.,taco,True,0.04802513122558594,10,9,9,0,109850880
Le gustó el taco mexicano.,Le gustó el taco del zapato.,taco,False,0.1263105869293213,10,9,10,1,109850880
Le gustó el taco mexicano.,Le gustó el taco puntiagudo.,taco,False,0.08222609758377075,10,9,12,3,109850880
Le gustó el taco delicioso.,Le gustó el taco del zapato.,taco,False,0.12881124019622803,10,9,10,1,109850880
Le gustó el taco delicioso.,Le gustó el taco puntiagudo.,taco,False,0.07062458992004395,10,9,12,3,109850880
Le gustó el taco del zapato.,Le gustó el taco puntiagudo.,taco,True,0.08442997932434082,10,10,12,2,109850880
Tocó la tecla del ordenador.,Tocó la tecla espaciadora.,tecla,True,0.07922840118408203,10,10,10,0,109850880
Tocó la tecla del ordenador.,Tocó la tecla desafinada.,tecla,False,0.11685687303543091,10,10,11,1,109850880
Tocó la tecla del ordenador.,Tocó la tecla afinada.,tecla,False,0.12084764242172241,10,10,11,1,109850880
Tocó la tecla espaciadora.,Tocó la tecla desafinada.,tecla,False,0.08994978666305542,10,10,11,1,109850880
Tocó la tecla espaciadora.,Tocó la tecla afinada.,tecla,False,0.08809971809387207,10,10,11,1,109850880
Tocó la tecla desafinada.,Tocó la tecla afinada.,tecla,True,0.01869863271713257,10,11,11,0,109850880
Le gustó el título profesional.,Le gustó el título halagador.,título,True,0.16887986660003662,10,8,9,1,109850880
Le gustó el título profesional.,Le gustó el título del poema.,título,False,0.2588759660720825,10,8,9,1,109850880
Le gustó el título profesional.,Le gustó el título del libro.,título,False,0.2593855857849121,10,8,9,1,109850880
Le gustó el título profesional.,Le gustó el título legal.,título,False,0.13058912754058838,10,8,8,0,109850880
Le gustó el título profesional.,Le gustó el título propietario.,título,False,0.11741095781326294,10,8,8,0,109850880
Le gustó el título halagador.,Le gustó el título del poema.,título,False,0.16434717178344727,10,9,9,0,109850880
Le gustó el título halagador.,Le gustó el título del libro.,título,False,0.17527949810028076,10,9,9,0,109850880
Le gustó el título halagador.,Le gustó el título legal.,título,False,0.11157143115997314,10,9,8,1,109850880
Le gustó el título halagador.,Le gustó el título propietario.,título,False,0.14361220598220825,10,9,8,1,109850880
Le gustó el título del poema.,Le gustó el título del libro.,título,True,0.017387568950653076,10,9,9,0,109850880
Le gustó el título del poema.,Le gustó el título legal.,título,False,0.2107115387916565,10,9,8,1,109850880
Le gustó el título del poema.,Le gustó el título propietario.,título,False,0.24024266004562378,10,9,8,1,109850880
Le gustó el título del libro.,Le gustó el título legal.,título,False,0.2228822112083435,10,9,8,1,109850880
Le gustó el título del libro.,Le gustó el título propietario.,título,False,0.243586003780365,10,9,8,1,109850880
Le gustó el título legal.,Le gustó el título propietario.,título,True,0.06675928831100464,10,8,8,0,109850880
Se trataba de un vaso antiguo.,Se trataba de un vaso cristalino.,vaso,True,0.06104022264480591,10,9,10,1,109850880
Se trataba de un vaso antiguo.,Se trataba de un vaso sanguíneo.,vaso,False,0.1518397331237793,10,9,9,0,109850880
Se trataba de un vaso antiguo.,Se trataba de un vaso obstruido.,vaso,False,0.11208266019821167,10,9,11,2,109850880
Se trataba de un vaso cristalino.,Se trataba de un vaso sanguíneo.,vaso,False,0.1105772852897644,10,10,9,1,109850880
Se trataba de un vaso cristalino.,Se trataba de un vaso obstruido.,vaso,False,0.05294227600097656,10,10,11,1,109850880
Se trataba de un vaso sanguíneo.,Se trataba de un vaso obstruido.,vaso,True,0.08261483907699585,10,9,11,2,109850880
Ella vio la vela del barco.,Ella vio la vela de lona.,vela,True,0.11790168285369873,10,9,10,1,109850880
Ella vio la vela del barco.,Ella vio la vela de cera.,vela,False,0.13100820779800415,10,9,9,0,109850880
Ella vio la vela del barco.,Ella vio la vela derretida.,vela,False,0.15111827850341797,10,9,9,0,109850880
Ella vio la vela de lona.,Ella vio la vela de cera.,vela,False,0.024918019771575928,10,10,9,1,109850880
Ella vio la vela de lona.,Ella vio la vela derretida.,vela,False,0.06494861841201782,10,10,9,1,109850880
Ella vio la vela de cera.,Ella vio la vela derretida.,vela,True,0.04193830490112305,10,9,9,0,109850880
Aumentó el volumen de la corriente.,Aumentó el volumen del agua.,volumen,True,0.027190029621124268,10,10,9,1,109850880
Aumentó el volumen de la corriente.,Aumentó el volumen de la voz.,volumen,False,0.05084007978439331,10,10,10,0,109850880
Aumentó el volumen de la corriente.,Aumentó el volumen de la bocina.,volumen,False,0.031092941761016846,10,10,11,1,109850880
Aumentó el volumen del agua.,Aumentó el volumen de la voz.,volumen,False,0.06196171045303345,10,9,10,1,109850880
Aumentó el volumen del agua.,Aumentó el volumen de la bocina.,volumen,False,0.05171686410903931,10,9,11,2,109850880
Aumentó el volumen de la voz.,Aumentó el volumen de la bocina.,volumen,True,0.04725688695907593,10,10,11,1,109850880
Tenía un órgano eclesiástico.,Tenía un órgano ceremonial.,órgano,True,0.06127572059631348,10,8,8,0,109850880
